questions,answers
" Kể từ khi nào các buổi chiều thứ 2, thứ 4 và thứ 6 hàng tuần bắt đầu phục vụ trả kết quả?
","Từ đoạn văn trích dẫn, các buổi chiều thứ 2, thứ 4 và thứ 6 hàng tuần bắt đầu phục vụ trả kết quả từ thời điểm cập nhật 10:11 ngày 23/10/2023.
"
" Có thể làm thủ tục liên quan đến giấy tờ sinh viên vào buổi sáng không?
","Không, thủ tục liên quan đến giấy tờ sinh viên chỉ được tiếp nhận và xử lý vào các buổi chiều thứ 2, thứ 4 và thứ 6 hàng tuần từ 14h00 đến 17h00 tại Ban Công tác Sinh viên (Phòng 103 nhà C1).
"
" Phòng nào trong nhà C1 được liệt kê làm địa chỉ của Phòng Đào tạo?
","Phòng Đào tạo được liệt kê làm địa chỉ cho Phòng Đào tạo.
"
" Số điện thoại liên hệ của Phòng Đào tạo là gì?
","Số điện thoại liên hệ của Phòng Đào tạo là 024.3869.2008.
"
" Email của Phòng Đào tạo là gì?
","Email của Phòng Đào tạo là dt@hust.edu.vn.
"
" Những thủ tục nào có thể được giải quyết tại Phòng Đào tạo?
","Tại Phòng Đào tạo, bạn có thể giải quyết các thủ tục sau:

1. Đăng ký học tập, rút/hủy học phần, thay đổi thời khóa biểu, lịch thi, hoãn thi, thi bù.
2. Xử lý các vấn đề liên quan đến học tập như cập nhật điểm học phần, xử lý các yếu tố như học phần tương đương, thay thế GPA, CPA, cảnh báo học tập, và chương trình đào tạo.
3. Thực hiện các thủ tục liên quan đến việc chuyển ngành, chuyển hệ đào tạo, chuyển trường, thôi học, nghỉ học, hoặc quay lại học tập.
4. Đối với việc tốt nghiệp, bạn có thể nhận thông tin về đạt được Điểm Trung Bình Chung (GPA) hoặc Cảnh Báo Học Tập, cũng như các thông tin về văn bằng, thứ hạng tốt nghiệp và thanh toán liên quan.
5. Giải đáp các thắc mắc về điều kiện về điểm số, trình độ năm học, trình độ ngoại ngữ để xét cấp các loại học bổng.
6. Cấp bảng trích sao kết quả học tập (bảng điểm).
7. Reset mật khẩu tài khoản trang ctt-sis.hust.edu.vn.

Vậy là bạn có thể hoàn thành các thủ tục quan trọng liên quan đến học tập và tốt nghiệp tại Phòng Đào tạo.
"
" Liên hệ với phòng nào để cấp giấy chứng nhận sinh viên?
","Để cấp giấy chứng nhận sinh viên, bạn cần liên hệ với Phòng Công tác Sinh viên. Địa chỉ của Phòng Công tác Sinh viên là Phòng 101 – 102 – 103 – 104 -104 nhà C1. Bạn có thể liên hệ qua số điện thoại 024.3869.2896 (cho Phòng 102 nhà C1) hoặc số điện thoại 024.3869.3108 (cho Phòng 103-104 nhà C1). Ngoài ra, bạn cũng có thể gửi email tới địa chỉ ctsv@hust.edu.vn hoặc tham khảo thông tin trên fanpage https://www.facebook.com/ctsv.hust.edu.vn. Đây là nơi bạn có thể thực hiện các thủ tục liên quan đến giấy chứng nhận sinh viên và các vấn đề hành chính sinh viên khác.
"
" Hồ sơ xét cấp học bổng được nộp tại phòng nào?
","Hồ sơ xét cấp học bổng được nộp tại Phòng Công tác Sinh viên.
"
" Các hoạt động ngoại khóa cho sinh viên do ai tiếp nhận đăng ký và tổ chức?
","Các hoạt động ngoại khóa cho sinh viên được tiếp nhận đăng ký và tổ chức bởi Phòng Công tác Sinh viên trong khuôn viên Trường.
"
" Làm thế nào để chỉnh sửa thông tin sinh viên trên trang cổng thông tin sinh viên?
","Để chỉnh sửa thông tin sinh viên trên trang cổng thông tin sinh viên, bạn có thể liên hệ và giải đáp thắc mắc tại các phòng sau:

I. Phòng Đào tạo:
- Địa chỉ: Phòng 201 – 202 – 203 – 204 -204 nhà C1
- Điện thoại: 024.3869.2008
- Email: dt@hust.edu.vn
- Fanpage: facebook.com/DTDHBKHN

II. Phòng Công tác Sinh viên:
- Địa chỉ: Phòng 101 – 102 – 103 – 104 -104 nhà C1
- Điện thoại:
    + Phòng 102 nhà C1: 024.3869.2896
    + Phòng 103-104 nhà C1: 024.3869.3108
- Email: ctsv@hust.edu.vn
- Fanpage: https://www.facebook.com/ctsv.hust.edu.vn

Bạn có thể liên hệ với phòng Đào tạo hoặc phòng Công tác Sinh viên để được hướng dẫn và hỗ trợ chỉnh sửa thông tin sinh viên trên trang cổng thông tin sinh viên.
"
" Quyết định số mấy về mức học phí các chương trình đào tạo chính quy trong học kỳ 1 năm học 2023-2024?
","Quyết định số 7836/QĐ-ĐHBK ngày 06/9/2023 của Giám đốc Đại học BKHN về mức học phí các chương trình đào tạo chính quy trong học kỳ 1 năm học 2023-2024 đã được ban hành. Mức học phí được quy định như sau:

1. Mức học phí đào tạo đại học chính quy trong học kỳ 1 đối với các khóa từ khóa 67 trở về trước không thay đổi so với mức học phí của chương trình đào tạo tương ứng đã áp dụng trong năm học 2022-2023.

2. Mức học phí đào tạo đại học chính quy đối với Khóa 68 (nhập học trong năm 2023) bằng mức học phí của chương trình đào tạo tương ứng đối với Khóa 67 (nhập học trong năm 2022).

3. Mức học phí đào tạo thạc sĩ, tiến sĩ không thay đổi so với mức học phí của chương trình đào tạo tương ứng đã áp dụng trong năm học 2022-2023.

4. Mức học phí đào tạo thạc sĩ, tiến sĩ đối với khóa mới nhập học trong học kỳ 1 năm học 2023-2024 bằng mức học phí của chương trình đào tạo tương ứng đối với khóa nhập học trong năm học 2022-2023.

Về chế độ miễn, giảm học phí, nó được thực hiện theo Quyết định số 5776/QĐ-ĐHBK ngày 18 tháng 7 năm 2023 của Giám đốc Đại học Bách khoa Hà Nội.
"
" Mức học phí đào tạo thạc sĩ, tiến sĩ có thay đổi không so với năm học 2022-2023?
","Không, mức học phí đào tạo thạc sĩ, tiến sĩ không có sự thay đổi so với năm học 2022-2023, như đã quy định trong Quyết định 7836/QĐ-ĐHBK được ban hành vào ngày 06/9/2023.
"
" Ai là người ban hành Quyết định về mức học phí trong học kỳ 1 năm học 2023-2024?
","Người ban hành Quyết định về mức học phí trong học kỳ 1 năm học 2023-2024 là Giám đốc Đại học BKHN (Bách khoa Hà Nội).
"
" Mức học phí đào tạo đại học chính quy cho các khóa trước khóa 67 thay đổi như thế nào?
","Mức học phí đào tạo đại học chính quy cho các khóa trước khóa 67 không thay đổi so với mức học phí của chương trình đào tạo tương ứng đã áp dụng trong năm học 2022-2023.
"
" Quyết định số 5776/QĐ-ĐHBK ngày 18 tháng 7 năm 2023 của ai?
","Quyết định số 5776/QĐ-ĐHBK ngày 18 tháng 7 năm 2023 được ban hành bởi Giám đốc Đại học Bách Khoa Hà Nội.
"
" Quy định về mức học phí áp dụng cho năm học 2022-2023 được thông báo ở đâu?
","Quy định về mức học phí áp dụng cho năm học 2022-2023 được thông báo tại trang https://ctt.hust.edu.vn/Upload/Nguyen%20Quoc%20Dat/files/DTDH_QDQC/Hocphi/2022-2023/2022-11-22%20Q%C4%90%20h%E1%BB%8Dc%20ph%C3%AD%20to%C3%A0n%20tr%C6%B0%E1%BB%9Dng%202022-2023_phe%20duyet.pdf.
"
" Mức học phí đào tạo thạc sĩ, tiến sĩ trong năm học 2022-2023 có thay đổi so với năm học trước đó không?
","Không, mức học phí đào tạo thạc sĩ và tiến sĩ trong năm học 2022-2023 không có thay đổi so với mức học phí của các chương trình tương ứng đã áp dụng trong năm học 2021-2022.
"
" Mức học phí đào tạo thạc sĩ, tiến sĩ cho khóa mới nhập học trong năm học 2022-2023 có được xác định theo khóa nhập học trong năm học trước đó không?
","Không, mức học phí đào tạo thạc sĩ, tiến sĩ cho khóa mới nhập học trong năm học 2022-2023 không được xác định theo khóa nhập học trong năm học trước đó.
"
" Quy định về mức học phí của năm học 2021-2022 có được công bố ở đâu?
","Thông báo về mức học phí của năm học 2021-2022 được công bố trên trang web của trường Đại học Bách Khoa Hà Nội (HUST). Bạn có thể xem chi tiết tại đường dẫn sau: https://ctt.hust.edu.vn/DisplayWeb/DisplayBaiViet?baiviet=38099&fbclid=IwAR1YH06SgDJsS91YTp7BTh1GFTVoT9I-yQfpnDPIB1tYryZfPGCXoDU8VMw
"
" Mức học phí đào tạo cấp bằng đại học cho người đã tốt nghiệp đại học hệ chính quy có thay đổi so với năm học trước đó không?
","The paragraph states that the tuition fees for regular undergraduate programs and postgraduate programs in the 2022-2023 academic year remain unchanged compared to the fees applied in the 2021-2022 academic year. So, there is no change in tuition fees for graduates of regular undergraduate programs.
"
" Mức học phí đào tạo thạc sĩ, tiến sĩ trong năm học 2021-2022 có thay đổi so với năm học trước đó không?
","The paragraph states that the tuition fees for master's and doctoral programs in the 2021-2022 academic year remain unchanged compared to the fees applied in the previous academic year. Therefore, there is no change in tuition fees for master's and doctoral programs in the 2021-2022 academic year.
"
" Mức học phí đào tạo thạc sĩ, tiến sĩ cho khóa mới nhập học trong năm học 2021-2022 có được xác định theo khóa nhập học trong năm học trước đó không?
","Mức học phí đào tạo thạc sĩ, tiến sĩ cho khóa mới nhập học trong năm học 2021-2022 được xác định theo khóa nhập học trong năm học trước đó.
"
" Khi nào là thời gian diễn ra các kỳ thi trong một học kỳ và loại thi nào được đề cập?
","Thời gian diễn ra các kỳ thi trong một học kỳ được đề cập trong đoạn văn là:

- Thi/ kiểm tra giữa kỳ.
- Thi/ kiểm tra cuối kỳ.
- Bảo vệ đồ án/ khóa luận tốt nghiệp.
"
" Làm thế nào để biết được thời gian nộp học phí trong một năm học?
","Để biết được thời gian nộp học phí trong một năm học, bạn có thể xem trong ""Chi tiết Khung kế hoạch thời gian hệ đại học và sau đại học năm học 2023-2024"" tại đường link https://ctt.hust.edu.vn/Upload/Nguyen%20Quoc%20Dat/files/DTDH_Kehoach/2023-2024/Khung%20Ke%20hoach%20thoi%20gian%20nam%20hco%202023-2024.pdf. Trong tài liệu này, có thể sẽ có mục hoặc thông tin liên quan đến thời gian nộp học phí của từng học kỳ trong năm học 2023-2024. Đối với mỗi học kỳ, thời gian nộp học phí có thể được quy định cụ thể.
"
" Trong năm học, có những thời điểm nào được dành cho việc nghỉ hè, nghỉ tết và các ngày lễ?
","The paragraph mentions the schedule for the academic year, including the timing for summer breaks, Tet holidays, and other public holidays. However, it doesn't specify the exact dates for these breaks. To find detailed information about the schedule, including the timing for summer breaks, Tet holidays, and other public holidays for the academic year 2023-2024, you can refer to the document provided at the link: [Khung Ke hoach thoi gian nam hco 2023-2024.pdf](https://ctt.hust.edu.vn/Upload/Nguyen%20Quoc%20Dat/files/DTDH_Kehoach/2023-2024/Khung%20Ke%20hoach%20thoi%20gian%20nam%20hco%202023-2024.pdf).
"
" Tại đâu sinh viên có thể tìm thông tin chi tiết về Khung kế hoạch thời gian năm học 2023-2024 của Trường ĐHBK Hà Nội?
","Sinh viên có thể tìm thông tin chi tiết về Khung kế hoạch thời gian năm học 2023-2024 của Trường ĐHBK Hà Nội tại đường dẫn sau: [Khung Ke hoach thoi gian nam hco 2023-2024.pdf](https://ctt.hust.edu.vn/Upload/Nguyen%20Quoc%20Dat/files/DTDH_Kehoach/2023-2024/Khung%20Ke%20hoach%20thoi%20gian%20nam%20hco%202023-2024.pdf).
"
" Địa chỉ trang thông tin KTX Bách Khoa Hà Nội là gì?
","Địa chỉ trang thông tin KTX Bách Khoa Hà Nội là http://ktx.hust.edu.vn/.
"
" Khu nhà ở học sinh, sinh viên Pháp Vân - Tứ Hiệp dành cho ai?
","Khu nhà ở học sinh, sinh viên Pháp Vân - Tứ Hiệp là nhà ở xã hội dành cho học sinh, sinh viên thuộc các cơ sở đào tạo trên địa bàn thành phố Hà Nội.
"
" Trang thông tin nào là kênh thông tin nhà trọ của Hội Sinh viên?
","Kênh thông tin nhà trọ của Hội Sinh viên là https://www.facebook.com/hotrosinhvienbk.
"
" Nơi nào có thể tìm kiếm thông tin về nhà trọ trên Ứng dụng iCTSV?
","Nơi bạn có thể tìm kiếm thông tin về nhà trọ trên Ứng dụng iCTSV là trong mục ""Nhà trọ"". Bạn cài đặt ứng dụng, sau đó vào mục đó và lựa chọn khu vực nhà trọ bạn muốn tìm. Ứng dụng sẽ hiển thị danh sách nhà trọ với các thông tin liên hệ trực tiếp với chủ nhà trọ.
"
" Ứng dụng ICTSV của trường ĐH Bách Khoa Hà Nội ra đời nhằm giúp sinh viên giảm bớt khó khăn gì?
","Ứng dụng iCTSV của trường ĐH Bách Khoa Hà Nội ra đời nhằm giúp sinh viên giảm bớt khó khăn trong việc tìm kiếm nhà trọ. Bằng cách sử dụng ứng dụng, sinh viên có thể tìm kiếm thông tin về nhà trọ trong khu vực mà họ muốn ở. Ứng dụng cung cấp danh sách nhà trọ và thông tin liên lạc với chủ nhà trọ, giúp sinh viên tiếp cận và tìm được nơi ở phù hợp. Điều này giúp giảm bớt nỗi lo và khó khăn trong việc tìm nhà trọ cho sinh viên sống xa nhà và học tập tại trường.
"
" Trang web nào cung cấp thông tin về việc thiết kế ứng dụng tìm nhà trọ cho sinh viên của trường ĐH Bách Khoa Hà Nội?
","Trang web cung cấp thông tin về việc thiết kế ứng dụng tìm nhà trọ cho sinh viên của trường ĐH Bách Khoa Hà Nội được đề cập trong đoạn văn là https://phunuvietnam.vn/truong-dh-bach-khoa-ha-noi-thiet-ke-ung-dung-tim-nha-tro-cho-sinh-vien-20220924022458837.htm.
"
" Làm thế nào để tìm nhà trọ trên Ứng dụng iCTSV?
","Để tìm nhà trọ trên Ứng dụng iCTSV, bạn có thể thực hiện các bước sau:

1. Cài đặt ứng dụng iCTSV trên thiết bị của mình.
2. Sau khi cài đặt thành công, mở ứng dụng và tìm đến mục ""Nhà trọ"".
3. Lựa chọn khu vực nhà trọ mà bạn muốn tìm kiếm.
4. Ứng dụng sẽ hiển thị danh sách nhà trọ tương ứng với khu vực bạn đã chọn.
5. Bạn có thể xem thông tin chi tiết về các nhà trọ trong danh sách và liên hệ trực tiếp với chủ nhà trọ thông qua ứng dụng để biết thêm thông tin và điều kiện thuê nhà.

Thông qua các bước này, bạn sẽ có thể sử dụng ứng dụng iCTSV để tìm kiếm nhà trọ một cách dễ dàng và thuận tiện.
"
" Các sinh viên có thể liên hệ với chủ nhà trọ thông qua phương tiện nào khi sử dụng Ứng dụng iCTSV?
","Các sinh viên có thể liên hệ với chủ nhà trọ thông qua Ứng dụng iCTSV. Sau khi tìm kiếm và xem danh sách nhà trọ trên ứng dụng, sinh viên có thể tìm hiểu thông tin chi tiết về các nhà trọ và liên hệ trực tiếp với chủ nhà trọ thông qua các thông tin liên lạc được cung cấp trên ứng dụng, ví dụ như số điện thoại hoặc địa chỉ email.
"
" Phòng Tư vấn Học tập & Tâm lý Sinh viên được thành lập vào ngày nào và theo quyết định của ai?
","Phòng Tư vấn Học tập & Tâm lý Sinh viên được thành lập vào ngày 30-06-2021 theo Quyết định số 1598 của Hiệu trưởng trường ĐHBKHN. Trước đó, phòng này là Tiền thân là Tổ tư vấn tâm lý cho sinh viên và được thành lập vào tháng 3/2019.
"
" Trước khi trở thành Phòng Tư vấn Học tập & Tâm lý Sinh viên, tổ chức này được biết đến như thế nào và từ khi nào?
","Trước khi trở thành Phòng Tư vấn Học tập & Tâm lý Sinh viên, tổ chức này được biết đến dưới tên ""Tổ tư vấn tâm lý cho sinh viên"" và được thành lập vào tháng 3/2019. Sau đó, vào ngày 30-06-2021, tổ chức này đã được nâng cấp thành Phòng Tư vấn Học tập & Tâm lý Sinh viên theo Quyết định số 1598 của Hiệu trưởng trường ĐHBKHN.
"
" Ngoài tư vấn tâm lý và học tập, Phòng còn cung cấp các dịch vụ gì khác cho sinh viên?
","Ngoài tư vấn tâm lý và học tập, Phòng còn cung cấp các dịch vụ khác cho sinh viên như:

1. **Hỗ trợ giải quyết vấn đề sức khỏe sinh sản và giới tính**: Phòng không chỉ tập trung vào khía cạnh tâm lý và học tập mà còn hỗ trợ sinh viên trong các vấn đề như sức khỏe sinh sản và giới tính, đảm bảo rằng sinh viên có môi trường an toàn và hỗ trợ khi cần.

2. **Hướng dẫn và đào tạo kỹ năng sống**: Phòng tổ chức các buổi hội thảo, toạ đàm và các hoạt động kết nối sinh viên để hướng dẫn và đào tạo kỹ năng sống. Điều này giúp sinh viên phát triển không chỉ trong lĩnh vực học tập mà còn trong cuộc sống hàng ngày.

3. **Các buổi nói chuyện chuyên đề và chia sẻ kinh nghiệm**: Phòng tổ chức các buổi nói chuyện chuyên đề và chia sẻ kinh nghiệm nhằm giúp sinh viên vượt qua các khó khăn, vướng mắc trong học tập và cuộc sống. Điều này tạo ra một môi trường học tập và chia sẻ kinh nghiệm tích cực giữa các sinh viên.

Vậy là ngoài việc tư vấn tâm lý và học tập, Phòng còn cung cấp các dịch vụ hỗ trợ khác giúp sinh viên phát triển toàn diện trong nhiều khía cạnh của cuộc sống và học tập.
"
" Ai là đối tượng chính mà Phòng Tư vấn hướng đến?
","Đối tượng chính mà Phòng Tư vấn hướng đến là sinh viên.
"
" Phụ huynh và những người liên quan có được hỗ trợ từ Phòng không? Nếu có, trong những trường hợp nào?
","Trong đoạn văn, không có thông tin rõ ràng về việc phụ huynh và những người liên quan có được hỗ trợ từ Phòng Tư vấn hay không. Tuy nhiên, đoạn văn chỉ rõ rằng phòng tư vấn hướng đến đối tượng chính là sinh viên và giúp đỡ các bạn sinh viên gặp khó khăn khác.
"
" Phòng Tư vấn Học tập & Tâm lý Sinh viên tổ chức những hoạt động gì để giúp sinh viên?
","Phòng Tư vấn Học tập & Tâm lý Sinh viên tổ chức những hoạt động sau để giúp sinh viên:

1. Tư vấn tâm lý cho sinh viên: Phòng tư vấn cung cấp dịch vụ tư vấn tâm lý cho sinh viên gặp khó khăn trong cuộc sống và học tập.

2. Tư vấn học tập cho sinh viên: Phòng tư vấn giúp sinh viên vượt qua các khó khăn, vướng mắc trong quá trình học tập.

3. Tổ chức các buổi nói chuyện chuyên đề và chia sẻ kinh nghiệm: Phòng tư vấn tổ chức các buổi nói chuyện và chia sẻ kinh nghiệm nhằm giúp sinh viên vượt qua các khó khăn trong học tập và cuộc sống.

4. Hướng dẫn và đào tạo kỹ năng sống: Phòng tư vấn cung cấp hướng dẫn và đào tạo kỹ năng sống thông qua các buổi hội thảo và toạ đàm.

5. Kết nối sinh viên: Phòng tư vấn tổ chức các hoạt động kết nối sinh viên nhằm tạo môi trường giao lưu và chia sẻ kiến thức giữa các bạn sinh viên.

Đối tượng được hỗ trợ bao gồm sinh viên có nguy cơ gặp vấn đề về tâm lý hoặc học tập, sinh viên có dấu hiệu bệnh lý và phụ huynh cùng những người liên quan.
"
" Làm thế nào để liên hệ với Phòng Tư vấn nếu sinh viên cần sự hỗ trợ?
","Để liên hệ với Phòng Tư vấn nếu sinh viên cần sự hỗ trợ, bạn có thể:

- Ghé trực tiếp địa điểm tại Phòng 101 - C1 (theo lịch làm việc các ngày trong tuần).
- Gọi điện thoại đến số: +84(0)24 3869 3108 để được tư vấn trực tiếp.
- Gửi email tới địa chỉ: ssu@hust.edu.vn để trao đổi thông tin và nhận được sự hỗ trợ qua email.
- Tham khảo thông tin trên cổng thông tin của trường ĐHBKHN tại địa chỉ: http://ctt.hust.edu.vn để cập nhật các hoạt động và thông tin hữu ích.
- Theo dõi fanpage của Phòng Tư vấn trên Facebook tại: http://ww.facebook.com/phongtuvantamlydhbkhn để cập nhật tin tức và nhận thông tin hỗ trợ từ cộng đồng sinh viên.
"
" Điều gì sẽ xảy ra khi sinh viên đến với Phòng Tư vấn?
","Khi sinh viên đến với Phòng Tư vấn Học tập & Tâm lý Sinh viên, họ sẽ được cung cấp các dịch vụ sau:

1. **Tư vấn tâm lý**: Sinh viên có thể chia sẻ những tâm tư, lo âu, vấn đề trong cuộc sống và học tập với nhân viên tư vấn để nhận được sự giúp đỡ và hỗ trợ.

2. **Tư vấn học tập**: Phòng cung cấp tư vấn về các vấn đề liên quan đến học tập, giúp sinh viên giải quyết các khó khăn và vướng mắc trong quá trình học.

3. **Buổi nói chuyện chuyên đề và chia sẻ kinh nghiệm**: Tổ chức các sự kiện như buổi nói chuyện chuyên đề và chia sẻ kinh nghiệm nhằm giúp sinh viên vượt qua các thách thức trong học tập và cuộc sống.

Đối tượng mà Phòng Tư vấn phục vụ bao gồm các sinh viên có nguy cơ gặp vấn đề tâm lý hoặc học tập, cũng như những sinh viên cần hỗ trợ tâm lý. Đồng thời, phụ huynh và những người liên quan cũng có thể tìm đến để nhận thông tin và hỗ trợ.

Thông tin liên hệ để liên hệ trực tiếp và biết thêm chi tiết:
- Địa chỉ: Phòng 101 - C1 (Mở cửa theo lịch làm việc các ngày trong tuần)
- Số điện thoại: +84(0)24 3869 3108
- Email: ssu@hust.edu.vn
- Cổng thông tin: http://ctt.hust.edu.vn
- Fanpage: http://ww.facebook.com/phongtuvantamlydhbkhn
"
" Điều kiện gì mà trường đại học ở nước ngoài phải đáp ứng để sinh viên có thể chuyển đến Trường ĐH Bách khoa Hà Nội?
","Để sinh viên có thể chuyển đến Trường ĐH Bách khoa Hà Nội từ trường đại học ở nước ngoài, trường đại học nước ngoài cần đáp ứng các yêu cầu sau:

1. Trường đại học nước ngoài phải có thứ hạng tương đương hoặc cao hơn thứ hạng của Trường ĐH Bách khoa Hà Nội trong bảng xếp hạng đại học của một trong các tổ chức xếp hạng quốc tế uy tín.

2. Sinh viên không thuộc diện bị buộc thôi học của trường nước ngoài.

3. Chương trình đào tạo mà sinh viên muốn chuyển tới phải thuộc một trong các chương trình đào tạo hợp tác đào tạo với nước ngoài hoặc có ngôn ngữ giảng dạy bằng tiếng nước ngoài tại Trường ĐH Bách khoa Hà Nội.

Các giấy tờ cần chuẩn bị để chuyển trường bao gồm:

- Minh chứng xếp hạng của trường đại học nước ngoài (bản in của trang web xếp hạng hoặc trang web của trường có công bố xếp hạng, có kèm đường link).
- Minh chứng về việc sinh viên không thuộc diện bị buộc thôi học, ví dụ như bản in tài khoản học tập cá nhân hoặc minh chứng khác phù hợp.
- Đơn xin chuyển trường.
- Bản sao của các bảng kết quả học tập tại trường đại học nước ngoài; nếu ngôn ngữ đào tạo khác tiếng Anh, cần có bản dịch công chứng. Bản chính sẽ được nộp khi hồ sơ được xét duyệt chính thức.
- Để phục vụ việc công nhận tín chỉ tích lũy tương đương, cần cung cấp các giấy tờ bổ sung như mô tả cách xếp loại kết quả học phần và cách qui đổi tín chỉ tại trường đại học nước ngoài, cùng với bản tóm tắt các học phần (kèm theo đường link nếu có).

Hồ sơ có thể được nộp trực tiếp tại Phòng Đào tạo 202A-C1, Trường ĐH Bách khoa Hà Nội trong giờ hành chính các ngày trong tuần, hoặc gửi chuyển phát đảm bảo đến Phòng Đào tạo, Trường ĐH Bách khoa Hà Nội, số 1 Đại Cồ Việt, Hà Nội, Việt Nam. Ngoài ra, cũng có thể chụp ảnh hồ sơ và gửi qua email dt@hust.edu.vn với tiêu đề email ghi theo cú pháp: Hồ sơ chuyển trường_Họ và tên sinh viên.
"
" Sinh viên nào không được áp dụng thủ tục chuyển trường theo hướng dẫn này?
","Sinh viên không được áp dụng thủ tục chuyển trường theo hướng dẫn này là:
- Sinh viên không thuộc diện bị buộc thôi học của các trường nước ngoài.
- Sinh viên không học trong các chương trình đào tạo hợp tác hoặc chương trình có ngôn ngữ giảng dạy bằng tiếng nước ngoài tại Trường ĐH Bách khoa Hà Nội.
"
" Chương trình đào tạo nào được yêu cầu để sinh viên có thể chuyển đến Trường ĐH Bách khoa Hà Nội?
","Chương trình đào tạo được yêu cầu để sinh viên có thể chuyển đến Trường ĐH Bách khoa Hà Nội phải thuộc một trong các chương trình đào tạo hợp tác đào tạo với nước ngoài hoặc các chương trình có ngôn ngữ giảng dạy bằng tiếng nước ngoài tại Trường ĐH Bách khoa Hà Nội.
"
" Giấy tờ nào cần có để chứng minh rằng sinh viên không thuộc diện bị buộc thôi học của trường nước ngoài?
","Để chứng minh rằng sinh viên không thuộc diện bị buộc thôi học của trường nước ngoài, sinh viên cần chuẩn bị các giấy tờ sau:

1. Minh chứng về việc sinh viên không thuộc diện bị buộc thôi học, có thể là bản in tài khoản học tập cá nhân hoặc minh chứng khác phù hợp.

2. Đơn xin chuyển trường.

3. Bản photo của các bảng kết quả học tập tại trường đại học nước ngoài. Nếu ngôn ngữ đào tạo khác tiếng Anh, cần có bản dịch công chứng. Bản chính sẽ được nộp khi hồ sơ được xét duyệt chính thức.

Để phục vụ việc công nhận tín chỉ tích lũy tương đương, sinh viên cần cung cấp thêm các giấy tờ sau:

- Bản mô tả về cách xếp loại kết quả học phần và cách qui đổi tín chỉ tại trường đại học nước ngoài.
- Bản mô tả tóm tắt các học phần (kèm theo đường link nếu có).

Hồ sơ có thể được nộp trực tiếp tại Phòng Đào tạo 202A-C1, Trường đại học Bách khoa Hà Nội trong giờ hành chính các ngày trong tuần. Hoặc sinh viên có thể gửi hồ sơ qua chuyển phát đảm bảo đến địa chỉ Phòng Đào tạo, Trường đại học Bách khoa Hà Nội, số 1 Đại Cồ Việt, Hà Nội, Việt Nam. Ngoài ra, cũng có thể chụp ảnh hồ sơ và gửi qua email đến địa chỉ dt@hust.edu.vn, với tiêu đề email ghi theo cú pháp: ""Hồ sơ chuyển trường_Họ và tên sinh viên"".
"
" Nếu gửi hồ sơ chuyển trường bằng email, tiêu đề email cần phải ghi như thế nào?
","Tiêu đề email cần phải ghi như sau: ""Hồ sơ chuyển trường_Họ và tên sinh viên""
"
" Ở đâu là địa chỉ để gửi chuyển phát đảm bảo khi thực hiện thủ tục chuyển trường theo hướng dẫn này?
","Địa chỉ để gửi chuyển phát đảm bảo khi thực hiện thủ tục chuyển trường theo hướng dẫn này là:
Phòng Đào tạo, Trường đại học Bách khoa Hà Nội, số 1 Đại Cồ Việt, Hà Nội, Việt Nam.
"
" Sinh viên cần hoàn thành những công nợ nào trước khi được nhận hồ sơ ra trường?
","Sinh viên cần hoàn thành các công nợ sau trước khi được nhận hồ sơ ra trường:

1. Học phí.
2. Sách mượn thư viện.
3. Hồ sơ miễn giảm học phí do Covid-19 (nếu có).
"
" Có bao nhiêu đợt tốt nghiệp trong một năm và thời gian diễn ra các đợt này là khi nào?
","Trong đoạn văn, có thông tin về số đợt tốt nghiệp trong một năm và thời gian diễn ra các đợt này. Theo đó:

1. **Số đợt tốt nghiệp trong một năm:** Trong một năm có tổng cộng 5 đợt tốt nghiệp.

2. **Thời gian diễn ra các đợt tốt nghiệp:** Thời gian diễn ra các đợt tốt nghiệp được cụ thể hóa trong lịch trình của Trường/ Viện đào tạo. Sinh viên có thể xem thời gian cụ thể của mỗi đợt tốt nghiệp trên biểu đồ kế hoạch năm học.

Vậy là mỗi năm có tổ chức 5 đợt tốt nghiệp và thời gian diễn ra các đợt này được công bố trên biểu đồ kế hoạch năm học của Trường/ Viện đào tạo.
"
" Nếu sinh viên đã hoàn thành công nợ trước thời gian tổ chức lễ tốt nghiệp, liệu họ cần phải thực hiện thủ tục gì không?
","Nếu sinh viên đã hoàn thành công nợ trước thời gian tổ chức lễ tốt nghiệp, họ không cần phải thực hiện thêm bất kỳ thủ tục nào để thanh toán ra trường. Thay vào đó, họ sẽ nhận được hồ sơ tốt nghiệp sau lễ tốt nghiệp, tuân theo lịch trả của trường hoặc viện đào tạo.
"
" Nếu sinh viên chưa hoàn thành công nợ, họ cần thực hiện bao nhiêu bước để thanh toán ra trường?
","Sinh viên cần thực hiện tổng cộng 4 bước để thanh toán ra trường nếu họ chưa hoàn thành công nợ:

1. **Bước 1:** Tải Giấy thanh toán ra Trường và in ra 01 bản.
2. **Bước 2:** Mang Giấy thanh toán ra Trường đến các đơn vị còn công nợ để thanh toán và ký giấy thanh toán ra Trường vào các ô liên quan.
3. **Bước 3:** Mang Giấy thanh toán ra Trường đến Phòng Công tác Sinh viên để ký xác nhận đã hoàn thành công nợ.
4. **Bước 4:** Nhận hồ sơ tốt nghiệp tại Trường/ Viện đào tạo (theo lịch trả của Trường/ Viện đào tạo).
"
